Format,Excerpt,Author,Recipient,Publisher,Reply To,Date,Quote
Newspaper,No,The Republican Federalist,,Massachusetts Centinel,,2/6/1788,"To the MEMBERS of the CONVENTION of Massachusetts. Honourable Friends, and Fellow Citizens, Let us, however, suppose the federal senate, in such a mighty squabble calling on their constituents, the State legislatures, for aid to impair or destroy the democratical federal branch. Is it possible that the members of any State senate or house, would “introduce such regulations, as would render the right of the people, insecure,” or “make an unequal and partial division of the State into districts,” or “disqualify one third of the electors,” as has been urged? Would the members from Worchester, or Hampshire, in either branch consent to regulations which would deprive their constituents of their suffrages and increase the privileges of the electors of Suffolk, or any other county? Could the members in either branch of the State legislature, ever have a motive to adopt such measures, as would deprive themselves as well as their constituents from influencing the elections of federal representatives? Will not the members of the State legislatures, as part of the collective body, be the constituents of the [870]federal representatives? Will not the State legislatures, being thus the constituents of both branches, be the only safe and proper umpire for preserving the harmony and ballance of the federal legislature? Will not the State legislatures knowing there can be no security for property under a rapacious aristocracy, leave out of the federal senate every member that shall aim at an undue controul of the house, and endeavour to produce by the people the same change of such federal representatives, as shall encroach on the rights of the senate? Surely they would; and is unnatural to suppose that the State legislatures can have any interest in aiding the federal senate to destroy the ballance of the federal legislature, or if they had, that the measure would be attempted; or if it was, that the people would need any other assistance, than their rights, under the State Constitutions to defeat the attempt. But let us suppose there is some danger of this evil, is it to be avoided by incur[r]ing one much greater? The federal senators, except two thirds of the first senate, will be always elected for six and the house for two years The members of both the federal branches from the duration and respectability of their appointments, and from their lucrative establishments, to be made by themselves, will have a great interest in their offices, and every motive to perpetuate them. This will be a common interest, and may, (as I think will evidently appear) be attained without even altering the form of the new Constitution, so excellently well adapted is it, to the establishment, of a baleful aristocracy. The federal legislature may, as has been shewn, and undoubtedly will, make the qualification of property so high, as that few in each State can be elected to either the senate or house: Whilst the revenue laws and other civil establishments in the executive and judicial departments of the union, will necessarily produce through the Continent, swarms of officers, who being nominated by the President, and appointed by and with the advice and consent of the senate, will be in their interest, and in the interest of the house likewise, as grants will be made by their joint concurrence. All the federal military officers will be appointed in the same manner, and be in the same interest—all the militia officers, through the continent, where appointment are by the new system, reserved to the States, will nevertheless, as the military officers under the present Confederation, be commissioned by the President of the United States, and attached to the congressional interest. All the late officers of the army who are a very reputable and influential body of men, and who are united by an institution, which gives them ten times the influence, they would otherwise have, will have the same attachment to federal government. How easy then, will it be with such support, for a body of such able men as [871]will compose Congress, to establish the elections of federal representatives at the metropolis as at any other place, in each state, and when this is effected, to collect the congressional or crown officers (as they soon will be called) at that place, and carry the elections for these senators and representatives who shall be in the aristocratical interest of the federal government, leaving out all honest republicans, who shall have been so vulgar as to have paid any regard to the interest of their constituents?"
Newspaper,No,Adelos,,Hampshire Gazette,,2/6/1788,"Mr. Printer, In the present political contest, respecting the establishment of the Federal Constitution, I have been rather a silent spectator—I have heard and read much—said little—The writers on both sides the question, have shewn spirit and learning. I confess the advocates for it have manifested a spirit (some of them at least) rather unbecoming, and somewhat bordering upon persecution: this I hope, however, will not be justified by people in general; but that every one may be allowed to speak his sentiments, and have fair play at disquisition. It is a matter of importance and requires sobriety. In this view of the matter, I beg leave to offer a few remarks for public consideration. [872]I am not about at this time to impugn every part and parcel of the new frame of government; but if I may be allowed the natural, inherent, the grand birthright of all the human race, I will very freely and boldly oppose one article of it,—page 12, beginning of section 9.1 which however strange it may appear, has been but little noticed. It permits, in express terms, of that most cursed of all trades, the African slave-trade. I must confess it will be very wonderful to me, if the Massachusettensians (above all people in [the] world) should hold up their hands to give efficacy to a constitution which admits of slavery; and not only so, but Congress is expressly restricted from making any provision against it, for the term of twenty-one years, let the mischiefs resulting there-from be ever so great. It is strange, I say, if Massachusetts should give countenance to this, after establishing a constitution of their own, fronted with these words, “All men are born free and equal;”2 and in consequence of which have emancipated many wretched Africans, and delivered them from masters more sordid to them (many of them) than they were to the brutal herd. I cannot see but the first moment we adopt the Federal Constitution as it stands, we rase [i.e., raze] our own to the very foundation. We allow that freedom and equity are the natural rights of every man born into the world; but if we vote this, we vote to take away those rights, and to sport ourselves with the liberties of mankind. I wish to know how one man came by his right to the service of another, without his free consent, and a proper recompense when required? Whether we go ourselves to Africa to procure slaves, or employ others to do it for us, or purchase them at any rate of others, it matters not a whit. It is an old saying and a true one, “The partaker is as sad as the thief.” It is well known that this trade is carried on by violence and rapine; nay, murder is not, I presume, out of the question. Who gave mankind a right thus to play the devil with one another? We reprobate the conduct of the Algerines; their conduct truly is highly reprehensible;—they enslave the Americans,3—the Americans enslave the Africans: which is worst? Six of one and half a dozen of the other. Congress may make laws to punish piracies and felonies committed on the high seas; but yet we may go to Africa, and lay waste and destroy what we please; captivate thousands of free born men, without the least provocation—bring them to America and doom them to perpetual bondage, and all with impunity: Congress are not to be allowed to prevent it. The thought is truly shocking, and nature shudders at the recollection! Flimsy indeed, is the argument of the Connecticut Landholder, in support of the Constitution, that “slaves are so numerous in the southern states, should an emancipation take place, they will be undone,”—truly [873]wretched enough!4 So then, if by fraud and violence, I have got the possession of my neighbour’s estate, reduced him to misery and slavery, the laws may not restore it to him, the rightful owner again, lest I should be undone. Too weak even for idiotcy itself. I think upon the whole the article ought to be expunged; or that we ought not to vote to give life to a constitution, which at its first breath will be branded with eternal infamy, by having a stamp of slavery and oppression upon it."
Letter,Yes,Silas Lee,George Thatcher,,,2/7/1788,"My Dear Uncle … In my last I gave you a small sketch of the sentiments of the people in these Counties, respecting the new Constitution—as I have never interested myself much in the matter, I could not be very particular s to that—I also suggested a few doubts respecting, perhaps you will call them objections against, the plan—I think the fourth Sect: grants, a dangerous power—& a power too by no means necessary to the establishment of an energetick Government—If the clause was conditional it would serve every purpose, but a destruction of the State legislatures—the powers of the Senate are greater, if I mistake not than the Lord’ of England—have they a power to propose amendments to Money Bills?—A Republican Government is gaurenteed to each State in the Union—But may not Congress establish one republican form, such is they shall chuse, throughout the whole?—also why is it a compact of Individuals, instead of a Confederacy of States? the former suppose one consolidated Government, the latter only a combination of several independent sovereignties for particular national purposes. These are some of the many queries that I have put to our Friend Hill—which I suppose induced him to tell you that I “had broke out”—but [875]as they were only doubts in my mind, & I have never been possitive,—hence Brother Hill has supposed that my antifederalistism was of “the better Sort”—indeed I will Confess have never thought that an attention to it, at the present time, was of so much consequence to me, as my profession—but as it will be of great service to me to discuss the subject a little with you; & more especially as you have generously assured me that it would be very agreeable to you, I propose every week to send you a few observations upon it untill, I am convinced that my fears are groundless—"
Newspaper,No,,,Independent Chronicle,,2/7/1788,"Doth he not speak Parables?       Ezekiel.2 A certain Farmer not long ago, settled on a new piece of land, which he was in hopes, by his industry and the assistance of his healthy boys, to be able to cultivate to advantage. Unfortunately he was of a morose, tyrannical and selfish disposition; and often irritated his boys, by his austerity; and as they grew older, he used them more like slaves than children. They being hardy, resolute, and not easily subjected to rigorous government, and finding that their father was not their natural parent, but only a father in-law;3 and also that he had not so good a title to the farm, as they would have when they came of age, determined with one consent, that if he persisted in his tyranical conduct, they would attempt to oust him and set up for themselves. Accordingly, on a certain day, when the choleric old gentleman, had begun to enforce [877]his unreasonable commands with a cudgel, they manfully returned the blow, and after an obstinate struggle, he was forced to retreat; and with a broken pate, and sore sides, he betook himself muttering and resentful, to his paternal estate on the other side of the water. The lads, being Thirteen in number, and of a sanguine, vigorous and enterprizing turn, concluded they could easily manage their joint interest so as very soon to make their fortunes. They had sense enough to know, that as their united efforts had ejected their father in-law, so their united affections and efforts would be necessary for their future establishment and prosperity. They had only a small cultivated spot on their new farm, upon which they had a crop of wheat, of which they had selected for seed, a choice sheaf apiece, larger or smaller in proportion to the age, ability and industry of each brother. As they had no shelter for the preservation of their grain, it was judged necessary that all their sheaves should be compacted together into one shock. But the difficulty was how to compact them so as that the whole should be secure from injury and depredation. At length, with joint contrivance and industry, they formed a kind of covering with straw and other materials, which they placed over their sheaves to keep them together, and to screen them from storms and from birds of prey. But it was soon found to be inadequate to the purpose. So weak and loose was it in its contexture, that it could neither shelter the sheaves from the weather, nor keep them from falling apart. Nay, it evidently sunk down, so that most of the sheaves stuck out above it; and by unnatural pressure against one another, they began to be intertangled, to lose their fine shape and proportion, and threatened the bursting their bands and becoming like a heap of threshed straw. So that the brothers were all convinced that something more effectual must be done, or all their past labour, and fine prospects of future crops, would be lost; and their grain, appearing like a neglected, broken shock, and free plunder for all, should be pillaged away, not only by birds and beasts of prey, but by rapacious farmers around them. But though the case appeared urgent, it was difficult to find out, or to agree among themselves, what was best to be done. There was a growing uneasiness and anxiety; and especially as blackbirds and vermin had begun to make disorder and waste in many of the sheaves,—some thought it was best for each one to take care of his own bundle separately. Some, through want of spirit and a fraternal affection and generosity, seemed not to care whether any thing was done for mutual advantage. And some were so abject and base, as to wish to go back again to their step father, and ask his pardon, and promise to submit to all his orders and impositions for the future, if he would take their bundles into his custody. But the most of them [878]having cherished their original independent and generous spirit, and being fully persuaded that they had wit and ability enough among themselves, if they would but unitedly exert it, to preserve their own sheaves, without meanly sueing to others for assistance, manfully determined to lay their heads and their hands together, and shew what they could do. Accordingly all but one or two entered into close consultation to strike out some plan for the joint security of their precious grain The youngest Boy, indeed, having been neglected in his education, and kept low company, was ignorant, wilful and knavish; and ungenerously refused to join with his brothers in any well judg’d, interesting expedient.4 But this discouraged not the rest. The most active and penetrating among them at length devised the following as the most probable scheme to answer the purpose, viz. That a handful of the tallest, strongest and straitest of the straws, should be culled out of each bundle, the bigness of the handfuls to be determined by the bigness of their respective bundles; and that these handfuls so selected should by proper interwoven threads and constricting bands, be ingeniously formed into a Cap-Sheaf to unite and cover the whole. Every one saw that this, if faithfully executed, was a judicious expedient; that thirteen sheaves well bound, and set close and upright under such a Cap-Sheaf, would help to keep one another up; and would remain safe and well shaped, uninjured by storms, and undiminished by birds of prey; and moreover would comprize and convey the ideas of unity, security and comely proportion. And that no apprehensions, jealousies, or dissensions might be entertained amongst these brothers, it was provided that each one should have the culling of his own bundle for the forming and repairing the Cap-Sheaf, and might aid with his own ingenuity in the construction of it. But tho’ common sense could not but acknowledge this; and also, that it was much better to spare a handful of grain for the preservation of the rest, than to risk the loss of the whole for want of such a sheaf, yet several were fearful, and some were obstinate Some pretended they had as good run the venture of losing all at once, as to have all the best of it pick’d away by little and little. Some feared the Cap-Sheaf would be made so heavy as to settle their sheaves flat to the ground. Others pretended that the Cap-Sheaf being compose of the tallest and strongest of the straws, might be made so stiff and tight, as to compress and pinch the heads of their sheaves too close; or at least, might enclose them so effectually, as to prevent their inspecting and handling them, or taking them out, whenever they should think fit. In short, notwithstanding the union of interest, honor and safety that demanded the united sentiments, exertions and affections of these thirteen brethren, divers of them objected to the proposed [879]measure. So that they who had the most extended views, and felt the warmest emotions of brotherly kindness as well as of self love, dreaded the consequences of disunion.—The subject had been so long in debate, and was so interesting to this rising family, that it engaged the attention of older farmers though at a distance. Those among them who had a sense of honor and humanity, were grieved at the dissentions of these brethren, and wished they might have wisdom to coalesce, and preserve their precious seed, upon which all their hopes of a succession of encreasing harvests depended. Others that were selfish and unfriendly, endeavoured to blow the coals of strife between these brothers, in hopes they would be obliged to seperate one from another, and become tenants upon their farms, or servants in their families. And particularly their old step father listened with milignant pleasure to every account that was brought him of their quarrels and dangers, and hoped soon to see the time when he should get these rebellious Jacks into his hands again, when he would keep their noses effectually to the grindstone, and make them repent their audacity in resisting his authority. In fine, the most sanguine hopes, that the most benevolent of these brothers, or of their friends, dared to entertain, were, that nine of them would pretty soon be induced to secure their sheaves in the method proposed, and that the rest would see cause after a while to follow their example; except the youngest; and he, they expected, would become a vagabond and a highway-robber, and soon be brought to an inglorious end; and that if any of the scattered straws of his sheaf remained, worth picking up, they would be collected, and tuck’d into some of the other bundles."
Newspaper,No,A Watchman,,Worcester Magazine,,2/7/1788,"For the WORCESTER MAGAZINE. To the CITIZENS of the UNITED STATES. Men, Brethren, and Sisters, Hearken! it is now a critical time with us, and a time in which we ought to be upon our watch, and upon our guard. Now is the time for us to look out; now is the time for us to take care; now is the time for us to see that nothing is done to deprive us of our religious, or our civil liberties. Our government at present is democratical, that is, the power is in the people; we are allowed to choose our rulers, make our own laws, and perform religious worship according to the dictates of our own consciences; and by our constitution a freedom of speech, and the liberty of the press, are allowed to every one of us. But although we are under such an excellent constitution, behold a new one is presented to us for our reception, which appears much like an aristocratical from; and will, if it is established, demolish a part of our democratical government, and deprive us of a part of our liberties. Before we suffer this new constitution to be established, we ought to consider seriously what it contains, and whether it is calculated to promote our felicity? or whether, like a wolfe in sheep’s clothing, it is calculated to vest certain men with more power, deprive us of our liberties, and bring our land into lordships, and lead us into vassalage and slavery, like the poor people in Holland, who, after they had obtained their independency, lost their power, and were not suffered to have any voice in their government, no not so much as to choose their representatives. How often has it been ringing in our ears from every quarter of the United States, that our present constitution is the best that ever was or ever could be established; if that be true, pray what need is there of an alternation—what need have we to alter a constitution that is every way perfect; if we should suffer our democratical government to be demolished, and an aristocratical one established, it is probable that in a few years some designing men will attempt to pull that down, and set up one that is monarchical, and so bring the country under a military government. Permit me then, my beloved brethren and sisters, to point out wherein this new constitution is deficient. 1st. There is no bill of rights in it. 2d. Although different religions are allowed to set in Congress, yet there is no liberty given to the people to perform religious worship according to the dictates of their consciences. 3d. There is a door opened for the Jews, Turks, and Heathen [881]to enter into publick office, and be seated at the head of the government of the United States. 4th. There is nothing said about the people being allowed the freedom of speech and the liberty of the press. 5th. It divides Congress into three branches, as President. Senate, and a house of Representatives, which will be a great clog to business, and a hindrance to the making of laws with expedition and dispatch, 6th. It deprives men that are endowed with the wisdom that is from above, from entering into Congress; unless they have arrived at a certain age, and have abode in the states a certain quantity of time. 7th. It augments the members of Congress, and makes the government more expensive. 8th. It deprives the people of the liberty of choosing their delegates to Congress annually, and of recalling them when they please. 9th. It almost annihilates the state governments, and deprives their legislature of the power of making their own laws. 10th. It makes no provision against the keeping a standing army in a time of peace. 11th. It deprives the people of the power of levying and collecting their own taxes. 12th. It vests Congress with power to tax all the states, to send forth collectors, and enforce the payment of taxes by a standing army. 13th. It vests Congress with power to run the people into debt, by borrowing money of foreign nations, upon the credit of the United States; and it doth not oblige the members of that assembly to render any account of the expenditure of the same, if they shall see fit to secret it. 14th. No provision is made in it against having the civil power subject to the military, nor against having people that do not belong to an army or navy tried and punished by the military laws. 15th. It deprives the people in the several states of the liberty of making their own constitution, and vests it in the hands of Congress. 16th. It deprives the inhabitants of each state of the power of choosing their superiour and inferiour judges. Thus have I exhibited some of the deficiencies in our new Constitution, perhaps more might be mentioned; but although there are some deficiencies, yet there are many excellent things that are worthy of our reception and establishment, providing our constitution is deficient. Some people are averse to a democratical government, because they esteem it to be the most expensive and irregular; but the governments of Connecticut and Rhodeisland have been such from their first settlement: they have chose their own officers, and made and executed their own laws, and where can we find cheaper and more regular governments than they have been? Thus, my beloved friends, have I given you the foregoing hints, that you may be upon your guard, and ward off the impending danger. Keep the power in your own hands, and let nothing be established that may deprive you of your liberties and make you unhappy."
Diary,Yes,John Quincy Adams,,,,2/7/1788,"This day at about noon, the news arrived in this Town, that the federal Constitution, was yesterday, adopted and ratified by a majority of nineteen members in our State convention.—In this Town the Satisfaction is almost universal: for my own part, I have not been pleased with this System, and my acquaintance, have long since branded me with the name of an antifederalist. But I am now converted, though not convinced, my feelings upon the occasion have not been passionate nor violent, and as upon the decision of this question I find myself on the weaker side, I think it my duty to submit without murmuring against what is not to be helped. In our Government, opposition to the acts of a majority of the people is rebellion to all intents and purposes; and I should view a man who would now endeavour to excite commotions against this plan, as no better than an insurgent who took arms last winter against the Courts of Justice.…"
Letter,Yes,Samuel Nasson,George Thatcher,,,2/8/1788,"My Dear Friend …I wrote you word first Instant that the Constitution I then thought would not be adopted2 but Some time past his Excely the Governor Intrusued Some ammendments and that turnd in its favour however you will find my Name in the Smallest Number and at Present I Glory in beaing in the Mornirty how Long I Shall Continue in that Mind I Cannot tell My Friend mr. Barrel Voted in favour and I am Convinced he will find his Account in So doing3 it went by yeas and Nays for it 187 against it 168 So that their is you See 19. in favour I farly told them I fought Licke a Good Soldier and have been Congared [i.e., conquered] Like a man but Sir if it is adoptd by the whole and becomes the foundation of Law I am Sure I Shall Support it when maney that have been So full will Scrink behind the Curtain for I am Dertermed that (Let who will be King) to Remain a Good Sargent—I am this moment Setting out for home…"
Letter,Yes,William Widgery,George Thatcher,,,2/9/1788,"you Will Excuse my neglect in answering yours of January the 9th When you Com to hear that My anxiety for proventing the New Constitution being adopted, has engaged my Time and attention for this four weeks but I am at Last Overcom by a majority of 19. in Cluding the presidant whose very Name is, an Honour to the State, for by his coming in and offering Som amendments which furnished many with Excusces to their Constituants, it was adopted to the greate Joy of all Boston, & after Taking a parting Glass at the Expence of the Tradesmen in Boston we Desolved; one thing I mos menchen the Gallerys was very much Crouded, yet on the Desition of so important a Question as the present you might have heard a Copper fall on the Gallery floor, their was Such a profound Silance: on thirs Day, we got throu all our Business… one thing more Notwithstanding my opposion to the Constitution, and the anxiety of Boston for its adoption I must Tel you I was never Treated with So much politeness in my Life as I was afterwards by the Treadsmen of Boston Merchents & every other Gentleman, your oald frend Thompson2 says he will oppose it as Long as he has a Hand to moove unless 13. States Comes in to the Measure, the Voters on the Constitution ware 167. & 186. Sir your good Disposition is Such that I think you will Pardon my neglect and answer me by a Letter if I inquier of you how matters are conducted at New York and Phillidelphia, with respect to the New Constitution. I have heard that at New York the House of Representatives passe’d an act to Call a Convention, and the Cennet nonconcored them.3 your frend Rynes Lost his Case with Buckman & paid 150. Dollars Cost."
Letter,Yes,Silas Lee,George Thatcher,,,2/14/1788,"As antifederal as you may think me, I can sincerely congratulate you on the adoption of the N. Constitution in this Commonwealth—It has ever been, as it now is, my opinion, that that is the safest of the Alternatives—Notwithstanding I have great doubts whether the Liberties of the people are not exceedingly e[n]dangered by it—and the Idea of an amendment, together with the further consideration that something Must immediately be done, & that this Country can scarcely be in a worse situation, are far the greatest arguments in my mind to Justify its ratification. From what you have heretofore wrote me, I have been led to think that you saw no imperfection at all, in the plan, & that you espoused its adoption, not with the violence & implacability of a partizan, who condemns every man to the stake, or halter, that is not of his colour; that I knew was impossible, but rather, with the resolute warmth of an honest Man, who was possitive that he was right—and I confess to you that I feel not a little flattered to find from your last letter, that my Sentiments have not been wholly opposed to yours—& that you seem to think it wants amendments—which I hope will immediately be taken into Consideration—But I hope the precedent of the late federal Convention will not be followed by the next that may be appointed; viz instead of revising or amending this in certain parts, [1700]which may be found inconvenient, they will not with one Stroke wipe the whole away, as was the fate of the old Confederation, & propose a new one; but on the contrary provide a remedy for the inconveniencies felt, without interfering with or altering the advantages already experienced—But, altho you say, that “it will ever be as easy to alter & amend, as it can be to form another, if not more so,” you seem to think, by what follows, that every General Convention will propose a plan of their own—notwithstanding, I suppose you must mean, their commission impowers them only to amend—This I have ever understood was the fact in the late federal convention But altho compossd of the first characters in the Continent I, by no means, think it the less unwarrantable on that account—when Officers throw aside their commissions, or Servants their orders, then the liberties of the people depend entirely upon the humour of the one, & the property of the Master on the uncertain conduct of the other, which may be good or bad as the disposition of the agent may happen to be—& then indeed all Laws or rules are wholly aflut[.] But as to the Constitution, it is established in this State & I doubt not but it will soon be through out the whole—I shall therefore find no more fault with it, but rather examine & enquire into it for the sake of information—hoping that it will prove to be not only the best in the world, but also that the people will be perfectly happy under it—In a former letter I mentioned Mr Wilson2—I believe I was wrong then, in part at least. At another time I may explain myself—I differ so far from the opinions of your friends with you, respecting the Opposition in this State, that on the contrary, I am surprised at the struggle that was made—I think Most of the Opposers have done honour to their places, both by the ingenuity of some of their arguments, & the liberality of their Conduct after the decission.…"
Letter,Yes,Thomas B. Wait,George Thatcher,,,2/14/1788,"… Your Letters of Jany 29 and Feby 4, are now on the table—You are better acquainted with me than I am with myself—I have been at peace with the Constitution for almost a fortnight! ! !—and should have told you so in my last, but I was half ashamed—Now don’t laugh at me, Geo. Thatcher—I am a child—have patience with me—as I grow older will endeavour to do better.—Let the world say what it will, [1701]I had rather submit to truth, than persist in error.—The Constitution is not without its imperfections; but when I heard that our Convention had assented to, and ratified it, I rejoiced most heartily. The British Constitution I knew to be the best in the world—and that the people enjoyed a good degree of liberty under it—so much that I felt almost willing my dear countrymen should compound for the same forever—I compared their hereditary king and nobility with our elective President & Senate—the bribery and corruption of their parliamentary elections, with the (probable) impartial and uninfluenced conduct of our Electors—I took into consideration the subject of your ingeneous letters on our present improved state of morals &c compared this with the miserable ignorance of a British railor—and I was satisfied.—I have only room to say that I love you.…"
Newspaper,No,,,Massachusetts Gazette,,2/15/1788,"Extract of a letter from a gentleman in Salem, to his friend in this town, February 13. “I am not able to describe to you the pleasure I felt on perusing the amendments which were proposed by his excellency the governour and the honourable committee of the convention, to be annexed (as recommendatory) to the ratification of the federal constitution. The probability that those amendments will meet the approbation of the several states in the union, has entirely calmed all my fears respecting the constitution, and I think it will not be rejected by any one of the United States.”"
Letter,Yes,John Quincy Adams,William Cranch,,,2/16/1788,"Mr. Parsons, brought me, a volume of the defence2 &c. with a packet from Europe, and a Letter from you; I had expected them for four or five weeks, and was very fearful they had miscarried. I would caution you not to give any letters nor packets for me to Mr. Parsons, unless it be just before he is coming home, for he is generally so much engaged it business when at Boston, that he would never think of forwarding letters entrusted to him. The great Question it seems is decided, and according to your wishes, you and Freeman3 are both pretty confident, that I should have been converted, had I attended the debates: this I will acknowledge, that had I been a member, it is probable I should have given a federal vote; not from the arguments and characters which favoured that side, but from those which appeared on the other. Not because a Dana, a King, a Parsons, a Bowdoin, a Hancock and a long train of the fathers of their Country supported the Constitution, with all the captivating charms of eloquence, and the weighty influence of conscious integrity, but because, a Willard, a Spring, a Thompson, a Bishop, and a number more who have appeared to wish nothing but a subversion of all government, were the only opposers.—The great points upon which the opposition in my mind was founded, were scarcely mentioned in convention; I must freely acknowledge, that I still lament, the want of an adequate representation of the people, and of rotation in the offices of government: the blending of the legislative and executive powers in the Senate; and the indefinite powers granted to the administrators; but I am convinced that opposition now would be attended with immediate evils, without being productive of any good effects, and you may now consider me as a strong federalist; though I should make a poor disputant in favour of that side.—The convention in New Hampshire are now in session. The appearances are against the Constitution; but the influence of abilities, of property, and of example will probably have the same effect there that they had in our convention, and a small majority may decide in imitation of Massachusetts.…"
Letter,Yes,John Quincy Adams,Oliver Fiske,,,2/17/1788,"The federal constitution it seems is at length with infinite pains & difficulty adopted in this Commonwealth, you I presume are a staunch federalist, and as such will rejoyce at this measure: it will perhaps surprize you that from the first appearance of this System, I have been a strong antifederalist; though upon very different principles than those of your Worcester insurgents;2 and however dangerous the tendency of the plan may be, I am convinced, that any further opposition to it at present would be productive of much greater evils—The convention of New Hampshire are now sitting at Exeter, and the appearance, is similar to that at the commencement of the session in this state; both sides have their hopes and their fears; but I think it probable the final effect will be favourable to the Constitution."
Letter,Yes,Nathaniel Barrell,George Thatcher,,,2/20/1788,"My good friend Major Nason delivered me your two last favors of 27th. & 28th. ultimo, the day after the Great, the Important, Question was decided2—and tho I blush to think of the trouble I have given you on this subject, yet I am pleased—much gratified, to find we at last agree in sentiment on this matter, and that I have this further confirmation of your attachment.—Your friend, our Eastern Cicero, will give you more perfectly the particulars of the Convention, than this little instrum’t in my hand is capable off—3 and save me the pain of exposeing my folly,—he can tell you with what zeal I push’d the opposition, till powerful reason flash’d conviction on my mind, and bore down all before it, in spite of the almost invincible resistance of deep rooted prejudice.— I recolect with pleasure the Candour which appear’d in your conduct at the period you point at, when Whigg & Torry ran so high;—and tho at that time I was branded with the opprobrious epithet of the one—my soul rejected the charge4—knowing there never was a time since I have been able to wield the sword that I would not cheerfully expose my life in defence of my Country—but my friend tho there be no other reward for this, than what springs from the consciousness of the action, I can assure you I place as first among the most meritorious acts of my life, my assent to the federal Constitution, notwithstanding I see serious consequences attendant on it5—and that by thus doing I create in this town (at least) temporary enemies, of those I considered two months since as disinterested friends.—there are various sorts of opposers to this system; and all of them dangerous.—some wish to be under a British Government, which if this takes place, they can have no chance for—some were ill treated as torrys and are now ready to sacrifice all for revenge—others are more in debt than they have property to discharge, and fear they shall not have paper money to cheat their creditors with—some are in debt, & tho they have property to pay, yet the fear of tender acts ceasing, cuts of[f]their hopes—while some honest ignorant minds, whome my soul pitys, become dupes to the above group, who persuade them that their libertys are in danger, and they will be made slaves of others there are who wish for power in the persons of representatives, and join all those as the surest channel to obtain their ends—aside from all these are not a few of those Insurgents, who have neither property nor principle, consequently want no Government but that Anarchy which may in its confusion give them a [1590]chance of shareing all property amongst them—this lesson I have learnt by being in the minority, where I was oblig’d to mix wth. a set of the most unprincipled of men—all these worthys are united in sparing no pains to influence the minds of all, and persuade me to believe what they themselves do not—that the proposed amendments will not take place—should this be as they wish—I dread the consequence—perhaps little short of a revolution may take place—as such deceptions will not be easily swallowd—I feel for myself—there is a something which whispers within—that tho more than fifty five years has silverd my head, I should be one of the first that would sound the alarm, and call to Arms—may Heaven prevent it!…"
